customerID,tenure,PhoneService,Contract,Paperless,PaymentMethod,MonthlyCharges,MonthlyGroceryspent,Churn,Revenue,gender,Age,Partner,N_dependent
7665-VIGUD,10,Yes,One year,No,Mailed check,20.35,534,No,36845,Male,38,No,0
7666-WKRON,39,Yes,Two year,Yes,Electronic check,80.45,1123,Yes,114970,Male,40,No,0
7668-XCFYV,17,Yes,Month-to-month,Yes,Electronic check,92.55,1437,No,175708,Male,74,Yes,0
7669-LCRSD,12,Yes,Month-to-month,Yes,Mailed check,56.3,1020,No,84495,Female,23,Yes,0
7670-ZBPOQ,58,Yes,One year,Yes,Bank transfer (automatic),61.05,979,No,71407,Female,38,Yes,0
7672-VFMXZ,57,Yes,Month-to-month,No,Electronic check,55.7,967,No,71554,Female,36,Yes,0
7673-BQGKU,69,Yes,Two year,No,Bank transfer (automatic),20.15,604,No,30013,Male,45,Yes,1
7673-LPRNY,23,Yes,One year,Yes,Electronic check,78.55,1185,No,123027,Female,30,No,0
7674-YTAFD,33,Yes,One year,Yes,Bank transfer (automatic),79.95,1293,No,115327,Male,32,No,0
7675-OZCZG,3,Yes,Month-to-month,No,Electronic check,45,708,Yes,32271,Female,65,No,0
7677-SJJJK,8,Yes,One year,No,Credit card (automatic),19.9,153,No,40140,Male,55,Yes,4
7682-AZNDK,34,Yes,Month-to-month,Yes,Electronic check,89.85,1414,No,121894,Male,50,Yes,3
7683-CBDKJ,14,Yes,Month-to-month,Yes,Electronic check,65.45,879,Yes,74940,Female,64,Yes,1
7684-XSZIY,72,Yes,Two year,No,Bank transfer (automatic),24.3,533,No,28850,Male,41,Yes,1
7688-AWMDX,71,Yes,Two year,No,Bank transfer (automatic),54.5,800,No,80900,Female,32,Yes,0
7690-KPNCU,64,Yes,One year,Yes,Credit card (automatic),73.05,1152,No,87401,Female,36,Yes,1
7691-KGKGP,53,Yes,Month-to-month,No,Credit card (automatic),65,889,No,72230,Female,46,Yes,3
7691-XVTZH,68,Yes,Two year,Yes,Bank transfer (automatic),89.95,1403,No,186518,Male,56,Yes,0
7693-LCKZL,5,Yes,Month-to-month,Yes,Electronic check,80.15,1176,Yes,106967,Male,38,Yes,2
7693-QPEFS,52,Yes,Month-to-month,Yes,Bank transfer (automatic),72.95,1204,No,76038,Female,62,No,0
7694-VLBWQ,67,Yes,One year,No,Electronic check,104.1,1401,Yes,187876,Female,22,Yes,0
7695-PKLCZ,68,Yes,Two year,No,Credit card (automatic),20.5,438,No,35765,Male,55,No,0
7696-AMHOD,49,Yes,One year,No,Credit card (automatic),78,1121,No,117815,Female,51,Yes,6
7696-CFTAT,37,Yes,Two year,No,Bank transfer (automatic),19.8,347,No,43974,Male,32,Yes,2
7698-YFGEZ,1,Yes,Month-to-month,No,Mailed check,20,268,No,36239,Male,38,No,0
7703-ZEKEF,23,Yes,Month-to-month,Yes,Electronic check,81,1266,Yes,110864,Male,22,No,0
7706-DZNKK,11,Yes,Month-to-month,Yes,Credit card (automatic),20.45,490,No,31111,Male,22,No,0
7706-YLMQA,70,Yes,One year,No,Bank transfer (automatic),19.7,152,No,35832,Male,27,No,0
7707-PYBBH,40,Yes,Month-to-month,Yes,Mailed check,61.9,980,No,91869,Female,45,No,0
7710-JSYOA,69,Yes,Two year,Yes,Bank transfer (automatic),93.3,1428,No,129848,Male,26,Yes,1
7711-GQBZC,71,Yes,Two year,No,Bank transfer (automatic),24.7,554,No,23143,Male,46,Yes,4
7711-YIJWC,61,Yes,One year,No,Bank transfer (automatic),84.9,1216,No,119807,Male,47,Yes,4
7714-YXSMB,26,Yes,Month-to-month,Yes,Bank transfer (automatic),100.5,1375,No,185550,Male,41,No,0
7716-YTYHG,48,Yes,One year,Yes,Mailed check,82.05,1273,Yes,115511,Male,26,Yes,1
7717-BICXI,60,Yes,Two year,No,Mailed check,20.55,608,No,23909,Male,45,Yes,4
7718-RXDGG,15,Yes,Month-to-month,Yes,Bank transfer (automatic),68.6,970,No,78138,Female,45,Yes,0
7718-UPSKJ,69,Yes,One year,Yes,Credit card (automatic),106.4,1350,No,186415,Female,43,Yes,0
7721-DVEKZ,1,Yes,Month-to-month,No,Mailed check,19.65,1000,No,29233,Male,36,No,0
7721-JXEAW,59,No,Month-to-month,Yes,Bank transfer (automatic),41.05,788,Yes,22242,Female,32,Yes,0
7722-CVFXN,54,Yes,One year,Yes,Electronic check,105.2,1466,No,217367,Female,48,Yes,5
7722-VJRQD,72,No,Two year,No,Bank transfer (automatic),60.95,1008,No,74014,Female,51,Yes,5
7727-SHVZV,9,Yes,Month-to-month,No,Bank transfer (automatic),19.5,277,No,29387,Male,42,No,0
7729-JTEEC,2,Yes,Month-to-month,Yes,Electronic check,44.5,703,No,36948,Female,51,Yes,6
7729-XBTWX,66,Yes,Two year,Yes,Mailed check,19.75,218,No,37137,Male,26,Yes,1
7730-CLDSV,72,Yes,Two year,Yes,Bank transfer (automatic),98.65,1360,No,186199,Male,38,Yes,1
7730-IUTDZ,43,Yes,Month-to-month,Yes,Electronic check,75.2,1289,Yes,116689,Female,47,No,0
7733-UDMTP,57,No,Month-to-month,Yes,Electronic check,55,912,No,78973,Female,71,No,0
7734-DBOAI,1,No,Month-to-month,No,Electronic check,40.1,784,Yes,42090,Female,27,Yes,3
7739-LAXOG,32,Yes,Month-to-month,Yes,Bank transfer (automatic),91.05,1479,Yes,134860,Male,25,Yes,1
7740-BTPUX,55,Yes,Two year,Yes,Electronic check,113.6,1468,No,109371,Female,65,Yes,0
7740-KKCXF,51,No,Month-to-month,Yes,Credit card (automatic),30.05,443,No,22237,Female,29,Yes,0
7742-MYPGI,6,Yes,Month-to-month,Yes,Mailed check,48.8,644,No,35507,Female,51,Yes,5
7743-EXURX,8,Yes,Month-to-month,Yes,Electronic check,51.05,799,Yes,47528,Female,41,Yes,1
7746-AWNQW,28,No,Month-to-month,Yes,Mailed check,35.75,779,No,31124,Female,39,No,0
7746-QYVCO,16,Yes,One year,Yes,Mailed check,55.85,926,No,77166,Female,32,Yes,3
7748-UMTRK,30,Yes,Month-to-month,Yes,Electronic check,101.3,1361,No,192473,Female,78,No,6
7750-EYXWZ,12,No,One year,No,Electronic check,60.65,1009,No,98911,Female,22,No,0
7752-XUSCI,60,Yes,Month-to-month,Yes,Electronic check,105.9,1446,Yes,204965,Female,22,No,0
7753-USQYQ,55,Yes,One year,Yes,Electronic check,64.2,952,No,70010,Female,55,No,0
7754-IXRMC,1,Yes,Month-to-month,No,Mailed check,45.35,629,No,34708,Female,45,No,0
7758-UJWYS,34,No,Two year,Yes,Electronic check,40.55,779,No,37395,Female,32,Yes,1
7758-XKCBS,15,No,Month-to-month,Yes,Electronic check,29.7,422,Yes,37457,Female,41,No,0
7760-OYPDY,2,Yes,Month-to-month,Yes,Electronic check,80.65,1251,Yes,113168,Male,42,No,0
7762-ONLJY,6,Yes,One year,No,Mailed check,19.7,259,No,34613,Male,39,Yes,1
7762-URZQH,66,Yes,Two year,Yes,Credit card (automatic),106.05,1434,Yes,203391,Female,40,Yes,0
7764-BDPEE,3,Yes,Month-to-month,No,Mailed check,20.85,489,No,35113,Male,60,No,6
7765-LWVVH,72,Yes,Two year,Yes,Electronic check,95.1,1463,No,217671,Male,32,Yes,2
7766-CLTIC,10,Yes,Month-to-month,Yes,Mailed check,60.95,930,No,86856,Female,25,No,0
7767-UXAGJ,1,Yes,Month-to-month,Yes,Electronic check,50.45,618,Yes,64924,Female,51,No,0
7771-CFQRQ,47,Yes,Two year,No,Bank transfer (automatic),63.8,1081,No,86911,Female,56,Yes,4
7771-ZONAT,22,No,Two year,No,Bank transfer (automatic),56.75,1088,No,83658,Female,61,No,0
7774-OJSXI,31,Yes,One year,Yes,Electronic check,103.45,1450,Yes,189953,Female,49,No,0
7776-QGYJC,39,Yes,Month-to-month,Yes,Bank transfer (automatic),81.5,1133,No,122558,Male,27,Yes,3
7776-QWNFX,30,Yes,Month-to-month,Yes,Bank transfer (automatic),50.4,835,Yes,52182,Female,82,Yes,0
7777-UNYHB,12,Yes,Month-to-month,Yes,Credit card (automatic),20.1,606,No,22670,Male,34,Yes,1
7779-LGOVN,10,Yes,Month-to-month,Yes,Electronic check,86.65,1433,Yes,159396,Male,65,Yes,0
7779-ORAEL,45,Yes,Two year,No,Credit card (automatic),75.15,1124,No,100959,Female,88,Yes,0
7780-OTDSO,18,Yes,Month-to-month,Yes,Electronic check,99.4,1468,Yes,218841,Male,45,Yes,0
7781-EWARA,70,No,One year,No,Electronic check,60.35,1096,No,76803,Female,51,Yes,2
7781-HVGMK,72,No,Two year,Yes,Credit card (automatic),65.2,1038,No,74571,Female,50,Yes,1
7783-YKGDV,12,Yes,Month-to-month,Yes,Bank transfer (automatic),99.7,1500,Yes,223826,Male,45,No,0
7785-RDVIG,3,Yes,Month-to-month,No,Mailed check,19.3,190,No,43197,Male,42,Yes,4
7786-WBJYI,4,Yes,Month-to-month,No,Bank transfer (automatic),77.95,1180,Yes,120693,Female,49,No,0
7787-BNTZM,6,Yes,Month-to-month,No,Bank transfer (automatic),20.15,472,No,24168,Male,51,No,0
7789-CRUVC,61,Yes,Month-to-month,Yes,Credit card (automatic),94.2,1365,No,205638,Male,65,Yes,0
7789-HKSBS,42,Yes,One year,Yes,Bank transfer (automatic),105.2,1475,No,185204,Female,73,Yes,0
7794-JASDG,1,Yes,Month-to-month,Yes,Mailed check,50.75,841,No,54328,Female,61,No,0
7795-CFOCW,45,No,One year,No,Bank transfer (automatic),42.3,834,No,44246,Female,43,No,0
7797-EJMDP,8,Yes,Month-to-month,No,Bank transfer (automatic),66.05,1067,No,95617,Female,52,No,0
7798-JVXYM,14,Yes,Month-to-month,Yes,Electronic check,69.65,1059,No,70089,Female,36,No,0
7799-DSEWS,18,Yes,Month-to-month,Yes,Electronic check,68.35,934,No,81602,Female,55,No,0
7799-LGRDP,43,Yes,Two year,Yes,Credit card (automatic),25.7,633,No,31214,Female,28,No,0
7801-CEDNV,27,Yes,One year,No,Credit card (automatic),48.7,754,No,39490,Female,53,Yes,0
7801-KICAO,18,Yes,Month-to-month,Yes,Electronic check,74.15,1199,No,70604,Female,29,No,0
7802-EFKNY,5,No,Month-to-month,Yes,Electronic check,24.95,411,Yes,27791,Female,27,Yes,0
7803-XOCCZ,52,Yes,Month-to-month,Yes,Bank transfer (automatic),84.05,1240,No,119133,Male,48,Yes,5
7808-DVWEP,3,Yes,Month-to-month,No,Bank transfer (automatic),20,242,No,43384,Male,31,Yes,0
7811-JIVPF,23,Yes,Month-to-month,No,Credit card (automatic),49.7,813,No,41951,Female,37,No,0
7812-FZHPE,17,Yes,Month-to-month,No,Mailed check,24.1,571,Yes,38789,Male,40,Yes,2
7813-TKCVO,20,Yes,One year,No,Mailed check,20.35,502,No,25959,Male,32,Yes,0
7813-ZGGAW,31,Yes,Month-to-month,Yes,Bank transfer (automatic),96.6,1471,No,203965,Male,82,No,0
7814-LEEVE,1,Yes,Month-to-month,Yes,Bank transfer (automatic),20.3,490,No,25305,Male,46,Yes,0
7815-PDTHL,35,Yes,Two year,Yes,Mailed check,20.2,630,No,27836,Male,32,No,0
7816-VGHTO,6,No,Two year,No,Mailed check,40.55,834,No,29151,Female,46,Yes,3
7817-BOQPW,2,Yes,Month-to-month,Yes,Electronic check,75.55,1159,Yes,104009,Female,51,No,0
7817-OMJNA,14,Yes,One year,No,Bank transfer (automatic),20.4,491,No,42328,Male,62,No,0
7820-ZYGNY,63,Yes,One year,No,Credit card (automatic),90.45,1452,No,156332,Male,35,No,0
7821-DPRQE,68,Yes,Month-to-month,Yes,Electronic check,107.7,1484,No,199922,Female,36,Yes,0
7823-JSOAG,3,Yes,Month-to-month,No,Electronic check,74.5,1126,No,87046,Female,48,No,0
7824-PANSQ,58,Yes,Month-to-month,No,Bank transfer (automatic),80.65,1290,No,120075,Male,26,No,0
7825-ECJRF,19,Yes,Month-to-month,Yes,Electronic check,106.6,1359,Yes,188244,Female,51,No,0
7825-GKXMW,1,Yes,Month-to-month,No,Electronic check,45.8,841,Yes,38278,Female,27,No,0
7826-VVKWT,24,Yes,Two year,Yes,Electronic check,96.55,1449,No,213156,Male,80,Yes,5
7831-QGOXH,18,Yes,Month-to-month,Yes,Electronic check,85.2,1353,Yes,117779,Male,55,No,0
7833-PKIHD,51,Yes,One year,Yes,Bank transfer (automatic),76.4,1256,No,112001,Female,59,Yes,1
7838-LAZFO,45,Yes,One year,No,Bank transfer (automatic),78.8,1253,No,114936,Female,56,Yes,0
7839-NUIAA,61,Yes,Month-to-month,No,Electronic check,59.8,994,No,93050,Female,49,Yes,3
7839-QRKXN,1,Yes,Month-to-month,Yes,Mailed check,20.2,421,Yes,36485,Male,27,No,0
7841-FCRQD,33,Yes,One year,Yes,Credit card (automatic),53.75,633,No,48685,Female,53,Yes,0
7841-TZDMQ,2,Yes,Month-to-month,Yes,Credit card (automatic),46,785,Yes,26468,Female,40,No,0
7845-URHJN,8,Yes,Month-to-month,No,Bank transfer (automatic),20.15,478,Yes,34574,Male,34,Yes,0
7850-THJMU,26,Yes,Two year,No,Credit card (automatic),19.65,165,No,39635,Male,33,Yes,2
7850-VWJUU,23,Yes,Month-to-month,Yes,Bank transfer (automatic),75,1168,No,112554,Female,29,No,0
7851-FLGGQ,1,No,Month-to-month,Yes,Mailed check,44.65,808,Yes,37813,Female,27,No,0
7851-WZEKY,2,Yes,Month-to-month,Yes,Electronic check,95.15,1414,Yes,209085,Male,51,No,0
7852-LECYP,13,Yes,Month-to-month,No,Credit card (automatic),93.8,1496,No,193645,Male,63,Yes,0
7853-GVUDZ,1,Yes,Month-to-month,Yes,Credit card (automatic),20.15,474,Yes,29317,Male,45,Yes,2
7853-OETYL,4,No,Month-to-month,Yes,Electronic check,29.05,432,No,35142,Female,22,Yes,0
7853-WNZSY,1,Yes,Month-to-month,Yes,Credit card (automatic),19.75,198,No,239347,Male,38,No,0
7854-EDSSA,22,Yes,Month-to-month,No,Electronic check,59,941,Yes,82595,Female,22,No,0
7854-EKTJL,2,Yes,Month-to-month,Yes,Electronic check,19.6,1000,Yes,132979,Male,57,No,5
7854-FOKSF,1,No,Month-to-month,No,Electronic check,35.9,685,Yes,44923,Female,32,No,0
7855-DIWPO,21,Yes,Month-to-month,Yes,Electronic check,68.65,912,No,92996,Female,55,No,0
7856-GANIL,45,Yes,One year,Yes,Bank transfer (automatic),98.7,1429,No,205015,Male,62,Yes,0
7858-GTZSP,12,Yes,Month-to-month,Yes,Electronic check,86.55,1478,No,185338,Male,61,No,0
7860-KSUGX,72,Yes,Two year,No,Credit card (automatic),64.45,1056,No,99508,Female,40,Yes,5
7860-UXCRM,63,Yes,Two year,No,Credit card (automatic),74.5,1150,No,81995,Female,32,Yes,2
7861-UVUFT,15,Yes,Month-to-month,Yes,Electronic check,84.3,1184,Yes,112174,Male,62,Yes,0
7868-BGSZA,43,Yes,One year,Yes,Electronic check,80.2,1276,No,119105,Male,34,Yes,0
7868-TMWMZ,60,Yes,Two year,Yes,Bank transfer (automatic),110,1354,No,39077,Female,63,Yes,0
7869-ZYDST,31,Yes,Month-to-month,Yes,Credit card (automatic),59.05,974,No,72986,Female,25,Yes,0
7872-BAAZR,53,Yes,One year,No,Bank transfer (automatic),19.55,250,No,40464,Male,33,Yes,1
7872-RDDLZ,67,Yes,Month-to-month,No,Electronic check,54.9,718,No,77605,Female,65,No,0
7873-CVMAW,72,Yes,Two year,No,Credit card (automatic),88.55,1465,No,151724,Male,43,No,0
7874-ECPQJ,4,Yes,Month-to-month,Yes,Bank transfer (automatic),20.05,645,No,28556,Male,36,No,1
7876-AEHIG,51,No,One year,No,Bank transfer (automatic),60.15,872,No,90645,Female,45,No,1
7876-BEUTG,15,Yes,Month-to-month,Yes,Mailed check,48.8,832,No,25574,Female,31,No,0
7876-DNYAP,69,Yes,Two year,No,Credit card (automatic),19.8,330,No,23015,Male,40,Yes,4
7878-JGDKK,4,Yes,Month-to-month,No,Mailed check,44.55,641,No,25675,Female,23,No,0
7878-RTCZG,1,Yes,Month-to-month,No,Mailed check,19.9,306,No,24027,Male,22,No,0
7879-CGSFV,55,Yes,One year,Yes,Mailed check,100.9,1407,No,220531,Female,25,No,0
7880-XSOJX,4,No,Month-to-month,No,Mailed check,42.4,825,No,31981,Female,22,No,0
7881-EVUAD,2,No,Month-to-month,Yes,Electronic check,42.6,743,Yes,44038,Female,61,No,0
7881-INRLC,45,Yes,Month-to-month,Yes,Credit card (automatic),100.85,1359,Yes,190887,Male,24,No,0
7883-ROJOC,19,Yes,Month-to-month,No,Mailed check,44.9,803,No,42617,Female,52,Yes,0
7890-VYYWG,3,No,Month-to-month,Yes,Mailed check,36.45,730,Yes,36344,Female,68,Yes,0
7892-POOKP,28,Yes,Month-to-month,Yes,Electronic check,104.8,1404,Yes,186589,Female,50,Yes,0
7892-QVYKW,23,Yes,Month-to-month,No,Electronic check,85.6,1427,No,113278,Male,43,Yes,5
7893-IXHRQ,1,Yes,Month-to-month,No,Electronic check,20.55,573,Yes,40861,Male,19,No,0
7895-VONWT,25,No,Month-to-month,Yes,Electronic check,48.25,691,No,28297,Female,47,No,0
7898-PDWQE,71,Yes,Two year,No,Credit card (automatic),80.4,1113,No,104177,Male,53,Yes,0
7901-HXJVA,14,Yes,Month-to-month,No,Electronic check,76.45,1189,No,103740,Female,33,No,0
7901-IIDQV,24,Yes,One year,No,Bank transfer (automatic),54.6,704,No,94326,Female,32,No,0
7901-TBKJX,56,Yes,Month-to-month,Yes,Electronic check,101.05,1406,No,183016,Female,65,No,0
7903-CMPEY,1,Yes,Month-to-month,Yes,Electronic check,80.3,1290,Yes,110751,Male,65,Yes,0
7905-NJMXS,7,Yes,Month-to-month,No,Electronic check,64.2,948,No,82004,Female,67,Yes,0
7905-TVXTA,5,Yes,Month-to-month,Yes,Electronic check,64.35,1031,No,99711,Female,54,No,0
7908-QCBCA,1,Yes,Month-to-month,Yes,Mailed check,69.4,1042,Yes,76772,Female,29,Yes,0
7909-FIOIY,19,No,Month-to-month,Yes,Mailed check,24.85,498,No,26594,Male,46,Yes,4
7912-SYRQT,7,Yes,Month-to-month,Yes,Bank transfer (automatic),75.1,1136,Yes,104763,Female,32,No,0
7916-VCCPB,16,Yes,Month-to-month,No,Bank transfer (automatic),73.25,1264,No,92617,Female,60,Yes,6
7919-ZODZZ,10,Yes,One year,Yes,Mailed check,65.9,1001,No,95683,Female,38,Yes,2
7921-BEPCI,72,Yes,Two year,No,Bank transfer (automatic),59.75,964,No,97174,Female,32,No,0
7921-LMDFQ,51,Yes,One year,Yes,Bank transfer (automatic),94,1464,No,210123,Male,62,No,0
7923-IYJWY,67,Yes,Two year,Yes,Credit card (automatic),116.1,1371,No,110096,Female,65,No,0
7924-GJZFI,25,Yes,Month-to-month,Yes,Electronic check,69.3,1059,No,98590,Female,70,Yes,0
7925-PNRGI,45,Yes,Month-to-month,No,Mailed check,81.3,1261,No,113843,Male,46,Yes,2
7926-IJOOU,1,Yes,Month-to-month,No,Credit card (automatic),19.3,271,No,29750,Male,19,No,0
7927-AUXBZ,30,Yes,Month-to-month,No,Electronic check,85.15,1240,Yes,107956,Male,43,No,0
7928-VJYAB,11,Yes,Month-to-month,No,Electronic check,90.6,1413,No,161828,Male,60,Yes,6
7929-DMBCV,20,Yes,Month-to-month,Yes,Mailed check,81,1210,No,103982,Male,35,Yes,0
7929-SKFGK,70,Yes,Two year,No,Credit card (automatic),114.3,1451,No,65056,Female,60,Yes,0
7931-PXHFC,38,Yes,One year,Yes,Mailed check,62.3,980,Undecided,73879,Female,19,No,0
7932-WPTDS,1,No,Month-to-month,Yes,Electronic check,24.8,620,Yes,43030,Male,70,Yes,0
7938-OUHIO,3,Yes,Month-to-month,Yes,Electronic check,98.7,1464,Yes,200832,Male,45,No,0
7940-UQQUG,64,Yes,One year,Yes,Bank transfer (automatic),104.4,1441,No,209754,Female,57,Yes,2
7941-RCJOW,65,Yes,Two year,Yes,Credit card (automatic),19.55,218,No,35636,Male,46,No,0
7943-RQCHR,9,Yes,Month-to-month,Yes,Electronic check,94.75,1431,Yes,182927,Male,35,No,0
7945-HLKEA,60,Yes,One year,No,Electronic check,64.75,860,Undecided,94634,Female,19,No,0
7945-PRBVF,35,Yes,Two year,No,Bank transfer (automatic),21.45,402,No,31235,Male,63,No,0
7950-XWOVN,11,No,Month-to-month,No,Mailed check,34.7,422,No,33955,Female,28,No,0
7951-QKZPL,33,Yes,Two year,Yes,Mailed check,24.5,582,Yes,25882,Male,34,Yes,1
7951-VRDVK,36,Yes,One year,No,Bank transfer (automatic),85.85,1358,No,115802,Male,50,No,0
7952-OBOYL,3,Yes,Month-to-month,Yes,Mailed check,89.85,1406,No,196746,Male,45,No,0
7954-MLBUN,31,Yes,Two year,No,Bank transfer (automatic),99.45,1450,No,203240,Male,41,No,0
7956-XQWGU,27,Yes,Month-to-month,Yes,Credit card (automatic),19.4,450,No,35817,Male,31,No,0
7957-RYHQD,40,Yes,Month-to-month,Yes,Credit card (automatic),79.2,1200,Yes,114224,Male,65,No,0
7963-GQRMY,3,Yes,Month-to-month,No,Mailed check,44.3,667,Yes,35683,Female,48,Yes,3
7963-SHNDT,52,No,Two year,No,Mailed check,39.1,624,No,42847,Female,26,No,0
7964-VEXDG,21,Yes,Month-to-month,No,Electronic check,80.35,1232,No,123796,Male,27,No,1
7964-YESJC,24,Yes,Month-to-month,No,Mailed check,66.3,920,No,78388,Female,24,Yes,0
7964-ZRKKG,67,Yes,One year,Yes,Bank transfer (automatic),88.4,1460,No,131476,Male,36,Yes,0
7966-YOTQW,10,Yes,Month-to-month,Yes,Credit card (automatic),54.5,747,No,77143,Female,39,No,0
7967-HYCDE,8,Yes,Month-to-month,No,Bank transfer (automatic),70.7,1253,No,95059,Female,60,No,0
7968-QUXNS,6,Yes,Month-to-month,No,Mailed check,18.95,308,No,40201,Male,36,No,0
7969-AULMZ,21,Yes,Month-to-month,Yes,Electronic check,97.35,1362,Yes,206560,Male,27,No,0
7969-FFOWG,65,Yes,Two year,No,Mailed check,19.9,323,No,36616,Male,59,Yes,5
7971-HLVXI,72,Yes,Two year,Yes,Credit card (automatic),84.5,1207,No,106954,Male,33,Yes,1
7973-DZRKH,66,Yes,Two year,Yes,Credit card (automatic),90.95,1464,No,130412,Male,37,No,1
7975-JMZNT,66,Yes,Two year,No,Bank transfer (automatic),91.7,1491,No,165511,Male,34,Yes,0
7975-TZMLR,47,Yes,One year,Yes,Electronic check,103.1,1378,No,203881,Female,27,No,0
7976-CICYS,4,Yes,Month-to-month,Yes,Credit card (automatic),20.7,620,No,31612,Male,28,No,0
7977-HXJKU,21,Yes,Two year,No,Mailed check,19.6,344,No,35208,Male,36,No,3
7978-DKUQH,25,Yes,Month-to-month,Yes,Electronic check,74.6,1285,No,99609,Female,54,Yes,0
7979-CORPM,24,Yes,Month-to-month,Yes,Credit card (automatic),90.55,1487,Yes,189482,Male,43,No,0
7980-MHFLQ,72,Yes,Two year,No,Mailed check,24.9,487,No,44393,Female,50,Yes,2
7982-VCELR,36,Yes,Month-to-month,Yes,Credit card (automatic),94.8,1402,No,204076,Male,40,No,0
7989-AWGEH,49,No,Month-to-month,Yes,Electronic check,39.2,672,No,42409,Female,45,Yes,3
7989-CHGTL,1,Yes,Month-to-month,Yes,Mailed check,19.6,1000,Yes,122889,Male,56,No,0
7989-VCQOH,18,Yes,Month-to-month,No,Electronic check,83.25,1245,No,102423,Male,27,Yes,1
7993-NQLJE,15,Yes,Month-to-month,No,Mailed check,75.1,1185,No,114747,Female,43,Yes,5
7993-PYKOF,8,Yes,Month-to-month,No,Electronic check,75,1134,Yes,100079,Female,40,Yes,0
7994-UYIVZ,8,Yes,Month-to-month,Yes,Bank transfer (automatic),85.65,1462,No,114461,Male,51,Yes,0
7994-XIRTR,54,Yes,One year,No,Bank transfer (automatic),65.25,1087,No,70960,Female,77,No,0
7995-ZHHNZ,42,Yes,One year,No,Credit card (automatic),56.1,1059,No,91885,Female,22,Yes,0
7996-BPXHY,13,Yes,Two year,Yes,Bank transfer (automatic),25,471,No,43535,Female,51,Yes,3
7996-MHXLW,66,Yes,Two year,Yes,Credit card (automatic),25.15,551,No,22542,Female,58,No,0
7997-EASSD,63,Yes,One year,Yes,Credit card (automatic),81.2,1149,No,101429,Male,60,Yes,0
7998-WNZEM,71,Yes,Two year,No,Bank transfer (automatic),80.6,1225,No,104455,Male,32,No,0
7998-ZLXWN,15,Yes,Month-to-month,No,Credit card (automatic),20.45,585,No,24596,Male,38,Yes,0
8000-REIQB,1,Yes,Month-to-month,Yes,Electronic check,69.95,887,Yes,92714,Female,74,No,0
8003-EWNDZ,10,Yes,Month-to-month,Yes,Electronic check,21.2,410,No,43479,Male,35,No,0
8006-PYCSW,2,Yes,Month-to-month,No,Mailed check,20.1,548,No,31615,Male,42,No,0
8007-YYPWD,15,Yes,Two year,No,Bank transfer (automatic),25.05,507,No,31341,Female,60,No,0
8008-ESFLK,53,Yes,One year,No,Electronic check,110.5,1451,No,249157,Female,26,Yes,0
8008-HAWED,14,No,Month-to-month,Yes,Electronic check,50.75,681,Yes,53084,Female,22,No,0
8008-OTEZX,35,Yes,One year,No,Mailed check,19.65,204,No,28116,Male,32,Yes,2
8010-EZLOU,15,Yes,Month-to-month,Yes,Electronic check,80.2,1188,Yes,115842,Male,66,No,0
8012-SOUDQ,43,Yes,Month-to-month,Yes,Electronic check,90.25,1439,No,193688,Male,62,No,0
8015-IHCGW,72,Yes,Two year,Yes,Electronic check,115.5,1422,No,142509,Female,60,Yes,4
8016-NCFVO,55,Yes,Month-to-month,Yes,Electronic check,116.5,1400,No,76460,Female,65,No,0
8016-ZMGMO,66,Yes,One year,Yes,Bank transfer (automatic),70.85,1284,No,77995,Female,75,Yes,0
8017-LXHFA,23,Yes,Month-to-month,Yes,Electronic check,94.75,1424,Yes,183863,Male,63,No,0
8017-UVSZU,40,Yes,Month-to-month,No,Credit card (automatic),56.6,1096,No,84699,Female,51,Yes,0
8019-ENHXU,42,Yes,Month-to-month,Yes,Electronic check,99.45,1365,Yes,199789,Male,22,Yes,0
8020-BWHYL,15,Yes,Month-to-month,Yes,Credit card (automatic),75.3,1121,Yes,124388,Female,69,No,0
8022-BECSI,22,Yes,One year,No,Mailed check,19.6,332,No,37709,Male,22,No,0
8023-QHAIO,56,Yes,Month-to-month,Yes,Bank transfer (automatic),76.85,1139,No,100317,Female,65,Yes,0
8024-XNAFQ,72,Yes,Two year,Yes,Bank transfer (automatic),107.4,1404,No,75876,Female,67,No,0
8028-PNXHQ,62,Yes,Two year,Yes,Bank transfer (automatic),24.25,606,No,27289,Male,61,Yes,1
8029-XYPWT,71,Yes,Two year,Yes,Bank transfer (automatic),115.05,1485,No,147484,Female,62,Yes,0
8033-ATFAS,39,Yes,Month-to-month,Yes,Mailed check,59.85,986,No,76075,Female,25,Yes,1
8033-VCZGH,50,Yes,One year,Yes,Electronic check,103.95,1480,No,210002,Female,45,Yes,0
8034-RYTVV,55,Yes,One year,Yes,Credit card (automatic),84.25,1233,No,120385,Male,40,No,0
8035-BUYVG,40,No,One year,Yes,Electronic check,42.35,810,Yes,37633,Female,30,Yes,0
8035-PWSEV,6,Yes,Month-to-month,Yes,Electronic check,89.25,1413,No,152557,Male,32,No,0
8039-ACLPL,72,Yes,Two year,No,Credit card (automatic),68.75,934,No,71028,Female,43,Yes,3
8039-EQPIM,69,No,Two year,No,Bank transfer (automatic),60.25,1081,No,88010,Female,59,Yes,0
8040-MNRTF,1,Yes,Month-to-month,No,Mailed check,71.1,1197,No,86954,Female,26,No,0
8041-TMEID,63,Yes,Two year,No,Credit card (automatic),108.5,1395,No,165917,Female,65,Yes,0
